Deborah,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denise,root,496,507,486,465,435,397,328,315,284,245,195,184,0,0,0,0,0,0,0,0,0,0
Dennis,root,1128,995,829,722,702,680,492,471,359,288,275,208,186,0,0,0,0,0,0,0,0,0
Dex,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,278,356,371
Dion,root,0,0,0,243,232,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirk,root,325,280,309,310,254,268,277,254,245,230,225,206,203,0,0,0,0,0,0,0,0,0
Dominique,root,205,230,221,231,195,245,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan,root,679,421,407,366,443,492,525,554,541,494,443,466,435,383,389,422,349,314,311,312,265,240
Dylano,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0
Edwin,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elena,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0
Elif,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
Elin,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,254,422,427,437,369,344
Eline,root,515,535,505,466,498,496,419,461,369,395,410,392,396,370,344,379,338,362,311,260,258,264
Elisa,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0
Elisabeth,root,434,427,340,301,304,303,260,286,246,250,234,195,194,190,165,163,0,0,0,0,0,0
Elizabeth,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ella,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,186,204
Ellen,root,220,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emma,root,305,351,382,432,468,664,780,755,696,701,837,748,729,647,637,664,778,688,711,651,659,700
Erik,root,295,297,238,207,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erwin,root,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esmee,root,0,0,0,206,191,238,277,348,396,394,381,332,292,290,310,282,314,370,362,310,352,371
Esmée,root,0,0,183,241,218,285,325,307,276,253,278,231,228,231,212,188,209,208,0,0,0,0
Esther,root,476,440,366,364,352,314,296,265,241,215,195,177,166,0,0,0,0,0,0,0,0,0
Eva,root,515,538,558,567,557,675,656,715,717,686,679,626,663,617,598,606,595,649,600,577,539,562
Evelien,root,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evi,root,0,0,0,0,0,0,0,0,0,0,0,0,183,227,288,317,383,370,422,426,487,542
Evy,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,179,202,184,200,224,252,226
Fabian,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0
Fabiënne,root,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fay,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,185,255,277,217,221,216
Fedde,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,174,212,225
Feline,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,233,259,313,321,278,310
Fem,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
Femke,root,286,328,353,442,521,584,641,695,750,665,695,691,531,574,501,450,483,427,430,401,348,307
Fenna,root,0,0,0,0,0,0,0,0,0,0,0,209,221,216,265,293,289,309,342,489,586,554
Fien,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,197
Fiene,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,189,234,210,186,173,184
Finn,root,0,0,0,0,0,0,0,0,0,230,323,416,484,549,578,667,669,623,666,635,714,689
Fleur,root,256,292,300,281,346,372,671,1023,892,871,725,660,605,632,590,528,529,572,561,539,507,502
Floor,root,0,182,185,214,247,276,349,384,402,386,522,512,481,417,395,354,361,382,295,264,290,264
Floortje,root,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0
Floris,root,223,260,231,287,291,307,310,306,304,353,362,337,334,387,373,373,342,376,377,340,319,325
Franciscus,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank,root,357,355,330,303,249,222,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerardus,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerrit,root,324,354,288,306,302,303,282,254,239,261,251,213,195,188,179,174,0,0,0,0,0,0
Gijs,root,204,243,255,297,352,401,445,435,509,444,486,426,422,402,435,482,452,479,479,452,390,415
Giovanni,root,0,0,0,0,200,234,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn,root,217,233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guus,root,0,0,0,0,0,0,0,0,0,0,0,0,220,219,205,223,269,258,300,273,301,270
Guusje,root,0,0,0,0,0,0,0,0,0,0,0,0,195,215,192,199,188,201,170,0,0,0
Gwen,root,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0
Hailey,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
Hendrika,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo,root,0,0,0,0,0,0,0,0,0,0,0,0,208,232,261,280,337,323,356,303,341,387
Ilona,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilse,root,362,322,281,291,309,342,583,611,573,508,438,442,323,294,304,299,298,257,189,189,166,164
Indy,root,0,0,0,0,0,0,0,0,346,348,352,365,332,339,347,323,316,226,179,168,178,154
Inge,root,264,262,236,226,196,177,193,197,177,171,0,0,0,0,0,0,0,0,0,0,0,0
Iris,root,1059,1030,886,815,854,875,871,895,847,811,802,709,688,605,572,507,403,403,349,300,298,254
Isa,root,0,0,0,0,0,239,369,434,492,661,785,644,658,580,538,552,511,585,628,602,520,580
Isabel,root,0,0,0,0,0,0,186,264,285,273,246,234,190,248,210,228,237,244,235,265,221,220
Isabella,root,0,0,0,0,0,0,0,0,0,163,241,170,179,174,195,191,214,218,226,253,267,231
Isis,root,0,0,0,0,0,0,0,0,0,0,0,0,183,172,181,178,173,201,184,201,162,0
Jack,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,184,242,283
Jacobus,root,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
Jan,root,779,736,750,683,744,662,722,660,638,558,601,534,489,496,434,465,415,391,419,341,344,340
Jari,root,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarno,root,0,0,0,0,0,0,0,286,369,333,236,240,207,0,0,0,0,0,0,0,0,0
Jasmijn,root,0,0,0,0,0,226,194,215,299,317,352,312,363,431,483,526,501,465,477,403,311,306
Jasper,root,564,517,579,536,534,583,568,529,550,581,584,534,521,454,445,395,378,377,326,280,227,206
Jayden,root,0,0,0,0,0,0,0,0,0,0,0,0,315,446,638,798,781,734,700,646,614,541
Jeffrey,root,682,707,627,595,479,436,396,292,254,223,0,0,0,0,0,0,0,0,0,0,0,0
Jelle,root,420,471,536,515,608,601,615,579,500,493,446,384,347,360,290,311,301,276,227,235,221,192
Jelte,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0
Jennifer,root,272,253,223,229,215,246,250,275,303,270,217,0,0,0,0,0,0,0,0,0,0,0
Jens,root,0,0,0,0,0,0,0,0,237,327,312,317,362,353,346,346,346,346,359,391,369,382
Jeroen,root,1129,1026,814,833,748,637,584,481,418,356,255,206,0,0,0,0,0,0,0,0,0,0
Jesper,root,0,0,0,0,0,0,247,256,225,208,217,248,213,213,216,188,0,0,0,0,0,0
Jesse,root,345,565,592,598,686,684,792,723,650,760,664,664,739,776,769,771,703,690,671,581,631,533
Jessica,root,345,342,414,423,261,195,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jill,root,0,0,0,0,0,0,0,0,0,189,253,241,226,181,214,217,231,191,226,237,236,279
Jimmy,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jip,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,197
Jochem,root,0,0,0,0,0,0,0,206,233,257,214,201,187,189,0,0,0,0,0,0,0,0
Joëlle,root,0,0,0,0,0,217,182,211,171,167,0,0,0,0,0,0,0,0,0,0,0,0
Joep,root,0,0,0,0,201,203,214,271,294,275,302,260,263,277,236,259,292,332,295,266,307,295
Johanna,root,707,661,540,527,481,498,438,466,384,379,361,296,304,250,253,230,240,198,204,179,171,169
Johannes,root,965,926,798,809,690,671,663,646,583,487,503,449,371,355,350,300,314,307,285,251,233,199
Joost,root,412,345,376,357,330,329,345,325,312,259,258,229,195,187,0,0,0,0,0,0,0,0
Jordi,root,0,356,427,440,237,236,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy,root,535,643,689,649,551,451,458,456,420,334,291,262,212,0,0,0,0,0,0,0,0,0
Joris,root,343,370,329,325,289,320,275,276,297,312,238,268,276,254,248,229,199,225,194,226,170,195
Jort,root,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0
Joyce,root,403,412,337,307,272,251,233,225,194,0,0,0,0,0,0,0,0,0,0,0,0,0
Judith,root,274,284,249,256,253,205,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia,root,235,251,362,404,566,745,914,767,777,787,725,681,662,655,690,708,716,698,653,568,621,605
Julian,root,0,0,0,0,351,450,476,426,407,427,434,426,429,465,449,457,562,562,592,508,549,496
Jurre,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,330,286,243,256,313,327
Justin,root,245,235,293,369,433,438,390,449,501,510,543,450,384,335,393,397,346,313,280,181,0,0
Karin,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keano,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,335,232,332,208,180,0,0
Kelly,root,731,593,492,451,412,375,316,274,195,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,root,1298,1228,1127,1010,972,941,867,786,697,663,587,413,398,291,277,247,193,0,0,0,0,0
Kim,root,641,584,597,635,804,797,759,740,742,660,599,498,438,312,284,236,189,0,0,0,0,0
Kimberley,root,377,420,300,273,264,266,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimberly,root,321,341,314,296,279,248,190,196,170,172,0,0,0,0,0,0,0,0,0,0,0,0
Kirsten,root,320,250,218,248,247,240,240,221,225,186,165,174,164,0,0,0,0,0,0,0,0,0
Koen,root,589,606,542,559,581,615,567,532,503,488,477,444,419,427,400,414,389,352,328,270,255,245
Kyra,root,0,0,0,0,0,0,0,0,0,254,213,219,222,185,195,165,170,0,0,0,0,0
Lana,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,277,252,226
Lara,root,0,0,0,0,0,0,0,175,241,278,295,297,272,287,243,247,251,211,239,253,221,211
Larissa,root,0,221,270,201,238,249,200,211,180,0,0,0,0,0,0,0,0,0,0,0,0,0
Lars,root,457,583,625,748,757,819,882,876,952,959,947,882,793,824,674,737,732,642,653,596,518,508
Laura,root,969,1126,1161,1156,997,862,789,723,663,623,558,437,417,432,381,361,298,253,214,203,160,0
Lauren,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,207,203
Laurens,root,237,265,210,224,225,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,root,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonie,root,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leroy,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,246,429,519,496,539,602
Lianne,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lieke,root,258,248,250,268,279,259,326,349,433,408,519,463,598,644,673,719,694,643,621,520,480,475
Lina,root,0,0,0,0,0,0,0,0,0,0,0,0,0,160,192,191,240,244,270,290,236,241
Lisa,root,1058,1036,988,988,962,973,1036,1028,923,894,821,687,655,683,601,556,621,642,618,601,576,520
Lise,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,184,176,163
Lisette,root,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liv,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,242,279,319,349,377
Liz,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,252,244,251,267
Lize,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0
Lizzy,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,204,220,220,246
Loïs,root,0,0,0,0,0,0,0,0,0,0,0,173,158,176,222,201,205,254,225,251,249,274
Lola,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,178,226
Lorenzo,root,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lotte,root,473,489,576,596,624,720,706,755,698,726,691,779,664,630,712,644,658,678,629,575,548,524
Luca,root,0,0,0,0,0,0,0,0,255,314,367,364,357,459,401,405,404,419,366,442,352,383
Lucas,root,216,253,227,309,310,350,417,489,616,738,943,806,793,741,728,691,811,807,698,777,694,669
Luna,root,0,0,0,0,0,0,0,199,303,378,434,364,376,382,386,344,366,363,314,290,233,260
Luuk,root,332,358,371,392,471,491,592,613,581,601,625,598,608,587,578,605,641,697,742,678,657,665
Lynn,root,0,0,0,0,178,198,181,238,233,236,261,323,305,366,430,456,480,557,491,542,508,525
Maaike,root,373,369,348,371,392,397,357,390,369,315,291,230,187,160,172,162,0,0,0,0,0,0
Maarten,root,465,506,438,435,388,420,374,366,317,306,269,268,189,197,174,173,179,176,0,0,0,0
Maartje,root,222,189,180,218,219,217,235,246,223,188,190,171,164,158,160,168,0,0,0,0,0,0
Maikel,root,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manon,root,487,482,449,475,395,425,411,367,302,304,209,163,0,0,0,0,0,0,0,0,0,0
Mara,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0
Marc,root,329,303,289,268,222,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcel,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mare,root,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0
Maria,root,868,773,693,666,537,544,534,520,500,439,434,394,363,341,306,295,322,265,254,229,215,198
Mariëlle,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marije,root,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marijn,root,0,0,0,0,0,0,0,199,223,230,242,260,225,219,213,202,0,0,0,0,0,0
Marjolein,root,293,255,202,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,root,823,756,670,633,509,540,521,468,385,354,327,261,203,200,0,0,0,0,0,0,0,0
Marleen,root,197,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marloes,root,308,257,256,198,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martijn,root,719,684,733,667,656,629,603,574,481,465,404,310,214,224,175,0,0,0,0,0,0,0
Martin,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinus,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,220
Matthijs,root,332,324,309,300,335,374,355,356,340,307,285,242,202,247,227,239,206,0,0,0,0,0
Maud,root,199,201,244,248,247,314,360,390,405,466,523,568,627,473,511,548,477,470,435,422,395,388
Maurice,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max,root,467,541,644,675,752,852,1075,1157,1026,890,780,670,648,583,489,498,485,473,457,488,471,504
Maxime,root,226,222,201,216,180,223,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mees,root,0,0,0,0,0,0,208,269,264,309,341,343,422,372,384,386,490,517,550,492,427,493
Meike,root,0,0,0,0,0,0,0,0,273,243,247,393,364,319,264,256,233,176,177,0,0,0
Melanie,root,371,366,345,306,342,348,312,293,206,204,0,0,0,0,0,0,0,0,0,0,0,0
Melissa,root,786,704,609,595,639,523,542,450,398,338,275,231,196,158,0,0,0,0,0,0,0,0
Melvin,root,353,251,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menno,root,0,212,209,227,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merel,root,284,349,322,358,417,494,514,553,507,453,466,439,411,373,277,224,235,210,176,186,183,159
Merle,root,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0
Michael,root,587,572,471,450,336,355,337,333,303,239,0,0,0,0,0,0,0,0,0,0,0,0
Michel,root,260,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michelle,root,928,883,753,657,608,588,503,447,443,390,372,278,183,164,0,0,0,0,0,0,0,0
Michiel,root,255,234,205,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike,root,816,742,718,745,786,753,710,747,616,560,504,460,392,371,329,333,245,243,195,164,0,0
Mila,root,0,0,0,0,0,0,0,0,0,179,217,242,250,264,244,306,312,329,395,445,544,599
Milan,root,0,0,0,0,0,0,209,219,256,395,682,700,762,821,754,711,740,815,772,730,716,689
Miranda,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirjam,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirthe,root,0,0,0,0,0,0,0,0,0,0,167,182,184,201,180,193,200,209,189,169,191,180
Mitchel,root,0,203,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell,root,342,393,317,253,214,237,214,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,root,266,244,238,294,291,286,294,351,339,302,333,310,265,287,257,263,297,245,256,245,223,214
Monique,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrthe,root,0,180,226,264,231,297,295,300,324,290,302,254,272,297,234,205,188,180,180,155,0,0
Naam,parent,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Nadia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nadine,root,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naomi,root,391,528,590,595,585,598,631,633,636,606,579,528,452,427,396,394,394,394,352,285,296,278
Nathalie,root,297,286,275,190,198,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick,root,899,802,768,717,786,875,946,809,740,675,571,624,550,494,455,509,475,393,363,285,258,175
Nicky,root,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolaas,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicole,root,302,327,284,230,204,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niels,root,706,727,768,730,766,868,835,879,782,744,687,665,614,515,465,443,383,363,324,275,223,209
Nienke,root,265,303,261,277,318,381,382,379,410,415,386,402,379,358,333,300,293,285,257,203,172,0
Nikita,root,0,0,0,0,0,0,191,252,210,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikki,root,278,250,227,193,237,300,304,306,325,288,292,345,317,337,301,414,396,295,269,250,224,210
Nina,root,281,276,365,356,359,550,581,550,509,481,578,480,436,348,380,429,383,346,319,365,330,323
Noa,root,0,0,0,0,0,0,224,575,581,564,626,597,569,544,559,541,562,612,483,515,471,451
Noah,root,0,0,0,0,0,0,345,471,454,375,344,342,320,314,394,435,512,464,469,521,562,589
Noor,root,0,0,0,0,0,0,0,0,0,0,197,248,259,269,287,302,322,370,424,372,335,365
Noortje,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0
Nora,root,0,0,0,0,0,0,0,0,0,0,0,0,210,211,205,223,210,224,233,302,334,417
Norah,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,191,193,231
Noud,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,338,371
Nova,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,206,188,252,282
Olivia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,250,294,305,336,313
Olivier,root,0,0,0,0,0,0,0,0,0,0,210,216,236,237,237,226,234,282,271,304,269,259
Pascal,root,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricia,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,root,671,567,624,527,355,338,312,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,root,287,289,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
